unitId,总数,标题,经度,维度,地址,信息,原价,现价,城市,区域,整套,布局,评分,点评
27052054,37137,机场免费接送温馨大床房,113.297052,23.393376,新雅街道 (T1航站楼14号门，T2航站楼44号门接机),近机场南（1号航站楼）地铁站,158,143,广州,花都区,整套,1居1床2人,0.0,0
17569749,37137,【初心】独立LOFT落地窗少女粉宜家大床,113.3198106089655,23.089656841818886,逸景路236海珠万达广场,近大塘地铁站,249,226,广州,海珠区,整套,1居1床2人,5.0,1
8338604,37137,安全消毒【美江秀景】江景四星级酒殿内♚,113.28359206546652,23.12130311966992,江湾商业中心,近团一大广场地铁站,342,273,广州,越秀区,整套,1居1床2人,4.9,87
22758534,37137,可长租）广州长隆度假区复式两层一房三床,113.341734,22.997354, 奥园城市天地,近汉溪长隆地铁站,179,179,广州,番禺区,整套,1居3床6人,5.0,1
459963,37137,长隆美雅复式大床房（汉溪长隆地铁店）,113.34202497099793,22.996049322611103,奥园城市天地9区-1栋(钟村街奥园城市天地),近汉溪长隆地铁站,178,170,广州,番禺区,整套,1居1床2人,4.8,602
9904189,37137,消毒/长租特惠【锦舍】珠江新城/可单双床,113.34707531583568,23.130401288803593,越秀财富世纪广场,近潭村地铁站,340,324,广州,天河区,整套,1居1床2人,4.9,161
27483387,37137,援武汉互帮互助丨子衿长隆三房两卫-单间3,113.34267299999996,22.9960470173336,奥园城市天地9区-2栋,近汉溪长隆地铁站,105,105,广州,番禺区,,3居1床2人,0.0,0
13600021,37137,安全消毒【卧江源】江景巨幕投影地台大床,113.28359206546652,23.12130311966992,江湾商业中心,近团一大广场地铁站,342,273,广州,越秀区,整套,1居1床2人,4.9,57
15896763,37137,全屋深度消毒|上下九步行街|江景复式公寓,113.238717,23.117897,珠光御景壹号(c区壹号公馆),近如意坊地铁站,933,840,厦门,荔湾区,整套,2居2床4人,5.0,54
16293201,37137,胡桃夹子睡美人/广州塔夜景客村赤岗广交会,113.3279924009986,23.10157507968579,丽影广场B区,近客村地铁站,462,417,广州,海珠区,整套,1居2床2人,5.0,23
27483373,37137,援武汉互帮互助丨子衿长隆三房两卫-单间1,113.34267299999996,22.9960470173336,奥园城市天地9区-2栋,近汉溪长隆地铁站,135,135,广州,番禺区,,3居1床2人,0.0,0
12933908,37137,消毒/长租特惠【一宿】广州东站/体育中心,113.328252,23.15677001155781,广州华运威尼国际公寓,近广州东站地铁站,203,194,广州,天河区,整套,1居1床2人,4.9,277
2796647,37137,【夏日狂想】广州塔/花城广场/暨大/长隆,113.34861568042412,23.123910057886494,甲子花园,近潭村地铁站,357,340,广州,天河区,整套,1居1床2人,5.0,67
16491812,37137,雅•北京路/上下九/省中医院电梯地铁房,113.26279099999998,23.122604010964498,濠畔商厦,近一德路地铁站,230,230,广州,越秀区,整套,1居1床2人,5.0,2
27483380,37137,援武汉互帮互助丨子衿长隆三房两卫-单间2,113.34267299999996,22.9960470173336,奥园城市天地9区-2栋,近汉溪长隆地铁站,105,105,广州,番禺区,,3居1床2人,0.0,0
9405971,37137,月租优惠/投影仪电影房/带厨具厨房大床房,113.33700531107216,23.212862848543914,君立国际公寓(南门),近同和地铁站,208,199,广州,白云区,整套,1居1床2人,5.0,10
12788623,37137,Luciole清城/广州塔/琶洲/天河,113.326505,23.101661,丽影广场C区,近客村地铁站,258,234,广州,海珠区,整套,1居2床2人,4.9,23
1197252,37137,广州塔广交会兴盛路珠江新城标准豪华大套房,113.33581411773125,23.12700559382792,领峰园,近猎德地铁站,530,477,广州,天河区,整套,1居1床2人,5.0,94
5196200,37137,珠江新城临江艺术之家-音乐房，长租超低价,113.3420735295274,23.12114996449849, 猎德大道猎德复建房(猎德大道20号),近猎德地铁站,195,186,广州,天河区,,3居1床1人,4.8,9
14526940,37137,【共克时艰】珠江新城/兴盛路风情街,113.336528,23.124992,珠江新城花城大道55号方圆月岛,近猎德地铁站,748,726,广州,天河区,整套,3居3床5人,5.0,57
10208605,37137,珠江新城兴盛路高德豪华公寓朱美拉,113.33499299999995,23.125227690484696,高德公寓-D座,近花城大道地铁站,588,530,广州,天河区,整套,1居1床2人,5.0,21
17932713,37137,君立国际公寓日式投影榻榻米阳光充沛大床房,113.33801778902462,23.212899562070735,同和街道 同宝路,近同和地铁站,300,241,广州,白云区,整套,1居1床2人,0.0,0
14785786,37137,消毒/长租特惠【闲梦】双地铁/珠江新城,113.32379750255943,23.132810402594167,富力盈力大厦南塔(大楼是红色外墙，楼下有南塔的标识，从富力史丹尼国际公寓的玻璃大门进入，到物业前台登记),近体育西路地铁站,298,284,广州,天河区,整套,1居1床2人,4.9,301
9869399,37137,至德汾阳里 全屋消毒/近地铁/民宿清吧,113.267991,23.105131,汾阳里生活区(汾阳里5号),近凤凰新村地铁站,495,446,广州,海珠区,整套,1居1床2人,5.0,2
4334017,37137,[喜舍·幻昼] 连住8折起 近地铁上下九,113.244311,23.125497,喜舍民宿 逢源西一巷20号,近长寿路地铁站,389,323,广州,荔湾区,整套,1居1床2人,5.0,10
10314396,37137,北京路天字码头双人大床投影轰趴街机体验馆,113.27615399999992,23.121372032828628,南堤二马路38号(御江苑),近北京路地铁站,342,309,广州,越秀区,整套,1居1床2人,4.9,10
11337754,37137,长租一口价/VIP影院/美式乡村近广州塔,113.35069654253633,23.14511342737904,尚德大厦B幢,近华师地铁站,368,332,广州,天河区,整套,1居1床2人,5.0,28
14097126,37137,长租特惠「溜进了秋天的调色盘」珠江新城,113.32434126702127,23.126696935136575,嘉裕·礼顿阳光公寓,近五羊邨地铁站,393,355,广州,天河区,整套,1居1床2人,5.0,34
15825083,37137,#打卡珠江新城&复古欧美loft爱马仕橙,113.35739969790514,23.130466011102122,凯利广场,近潭村地铁站,287,273,广州,天河区,整套,1居1床2人,4.2,11
1109405,37137,暖窝:小梦想】中山大学广州塔琶洲长隆,113.29591681705934,23.098858301689667,新港西路68号大院富景花园,近中大地铁站,228,201,广州,海珠区,整套,2居2床4人,4.9,26
