unitId,总数,标题,经度,维度,地址,信息,原价,现价,城市,区域,整套,布局,评分,点评
22672056,40768,望京/酒仙桥/798地区精品公寓房,116.48328591459,39.99541021093,望京悠乐汇A座,近阜通地铁站,404,404,北京,朝阳区,整套,1居1床2人,4.8,203
23064280,40768,三里屯/工体/东直门地区豪华双床房,116.44929868666,39.925833235947,日坛北路,近东大桥地铁站,618,618,北京,朝阳区,整套,1居2床2人,5.0,4
22596981,40768,三里屯/工体/东直门地区浪漫情侣房,116.451431,39.944697,东直门外春秀路太平庄,近东直门地铁站,551,551,北京,朝阳区,整套,1居1床2人,4.9,13
25135489,40768,首都机场/新国展地区豪华大床房,116.567158,40.125436,后沙峪镇安平街,近后沙峪地铁站,441,441,北京,顺义区,整套,1居1床2人,4.4,25
22672028,40768,望京/酒仙桥/798地区豪华行政房,116.48328591459,39.99541021093,望京悠乐汇A座,近阜通地铁站,518,518,北京,朝阳区,整套,1居1床2人,5.0,2
23064287,40768,三里屯/工体/东直门地区标准间,116.44929868666,39.925833235947,日坛北路,近东大桥地铁站,515,515,北京,朝阳区,整套,1居2床2人,5.0,14
22596995,40768,三里屯/工体/东直门地区温馨亲子房,116.451431,39.944697,东直门外春秀路太平庄,近东直门地铁站,603,603,北京,朝阳区,整套,1居2床3人,4.9,32
25136294,40768,首都机场/新国展地区行政双床房,116.56538,40.113117,双裕南小街,近后沙峪地铁站,596,596,北京,顺义区,整套,1居2床2人,4.7,44
22672042,40768,望京/酒仙桥/798地区特价间,116.48328591459,39.99541021093,望京悠乐汇A座,近阜通地铁站,414,414,北京,朝阳区,整套,1居1床2人,4.9,33
23064266,40768,三里屯/工体/东直门地区豪华大床房,116.44929868666,39.925833235947,日坛北路,近东大桥地铁站,708,708,北京,朝阳区,整套,1居1床2人,4.7,11
22596974,40768,三里屯/工体/东直门地区清新田园房,116.451431,39.944697,东直门外春秀路太平庄,近东直门地铁站,551,551,北京,朝阳区,整套,1居1床2人,4.3,12
23029945,40768,延庆休闲度假区左岸一室套房,115.983938,40.482797,妫水北街,,898,898,北京,延庆区,整套,1居1床2人,4.5,2
22672063,40768,望京/酒仙桥/798地区豪华除霾房,116.48328591459,39.99541021093,望京悠乐汇A座,近阜通地铁站,435,435,北京,朝阳区,整套,1居1床2人,4.6,6
23064273,40768,三里屯/工体/东直门地区高级房,116.44929868666,39.925833235947,日坛北路,近东大桥地铁站,643,643,北京,朝阳区,整套,1居1床2人,4.6,49
24409946,40768,天安门/王府井地区行政一居室套房,116.42102216943,39.921420163478,王府井金鱼胡同,近灯市口地铁站,2272,2272,北京,东城区,整套,1居2床3人,0.0,0
25138457,40768,传媒大学/管庄地区行政双床房,116.618913,39.917158,管庄乡瑞祥里,近八里桥地铁站,431,431,北京,朝阳区,整套,1居2床2人,0.0,0
23257858,40768,后海/南锣鼓巷地区臻享套房,116.40642387397,39.951466637418,宝钞胡同甲,近鼓楼大街地铁站,1010,1010,北京,东城区,整套,1居1床2人,4.5,3
23064238,40768,三里屯/工体/东直门地区豪华套房,116.44929868666,39.925833235947,日坛北路,近东大桥地铁站,928,928,北京,朝阳区,整套,1居1床2人,0.0,0
23276989,40768,上地产业园/西三旗景观大床房,116.31399,40.046588,上地五街,近上地地铁站,531,531,北京,海淀区,整套,1居1床2人,4.4,34
25136882,40768,顺义温泉休闲区轻奢商务大床房,116.659113,40.177249,马坡镇顺城大街,近顺义地铁站,445,445,北京,顺义区,整套,1居1床2人,0.0,0
23257830,40768,后海/南锣鼓巷地区雅致双床房,116.40642387397,39.951466637418,宝钞胡同甲,近鼓楼大街地铁站,736,736,北京,东城区,整套,1居2床2人,0.0,0
6836951,40768,传媒大学/管庄地区主题大床房,116.597112,39.921752,管庄西一里,近管庄地铁站,189,189,北京,朝阳区,整套,1居1床2人,4.0,20
25136273,40768,首都机场/新国展地区高级双床房,116.56538,40.113117,双裕南小街,近后沙峪地铁站,532,532,北京,顺义区,整套,1居2床2人,0.0,0
25136861,40768,顺义温泉休闲区都市叠影,116.659113,40.177249,马坡镇顺城大街,近顺义地铁站,503,503,北京,顺义区,整套,1居1床2人,0.0,0
23029910,40768,延庆休闲度假区左岸私汤标间,115.983938,40.482797,妫水北街,,727,727,北京,延庆区,整套,1居2床2人,4.3,39
25142776,40768,昌平城区/十三陵度假区品韵单人间(无窗),116.243504,40.230515,鼓楼东街,近昌平地铁站,196,196,北京,昌平区,整套,1居1床1人,0.0,0
23257823,40768,后海/南锣鼓巷地区雅致大床房,116.40642387397,39.951466637418,宝钞胡同甲,近鼓楼大街地铁站,656,656,北京,东城区,整套,1居1床2人,0.0,0
22368613,40768,有戏电影公寓电影特色太空旅客房,116.29795415319,39.88340919625,小井广安路,近六里桥地铁站,660,660,北京,丰台区,整套,1居1床2人,4.8,6
25138310,40768,国贸地区几木大床房,116.501128,39.927519,朝阳北路八里庄北里,近十里堡地铁站,722,722,北京,朝阳区,整套,1居1床2人,0.0,0
25136280,40768,首都机场/新国展地区高级大床房,116.56538,40.113117,双裕南小街,近后沙峪地铁站,509,509,北京,顺义区,整套,1居1床2人,0.0,0
25135475,40768,首都机场/新国展地区豪华商务大床房,116.567158,40.125436,后沙峪镇安平街,近后沙峪地铁站,460,460,北京,顺义区,整套,1居1床2人,4.8,4
25142762,40768,昌平城区/十三陵度假区友韵双床房,116.243504,40.230515,鼓楼东街,近昌平地铁站,248,248,北京,昌平区,整套,1居2床2人,0.0,0
23257865,40768,后海/南锣鼓巷地区四季庭院双床房,116.40642387397,39.951466637418,宝钞胡同甲,近鼓楼大街地铁站,862,862,北京,东城区,整套,1居2床2人,0.0,0
417116,40768,国贸地区纯色浪漫精品房,116.508339,39.906026,百子湾西里,近百子湾地铁站,497,497,北京,朝阳区,整套,1居1床2人,4.4,16
25134229,40768,首都机场/新国展地区高级标准房,116.640602,40.041491,李天路环宇科技园,近T3航站楼地铁站,561,561,北京,顺义区,整套,1居2床2人,4.5,87
22596946,40768,三里屯/工体/东直门地区雅致大床房,116.451431,39.944697,东直门外春秀路太平庄,近东直门地铁站,510,510,北京,朝阳区,整套,1居1床2人,4.9,110
25138254,40768,国贸地区几木双床房,116.501128,39.927519,朝阳北路八里庄北里,近十里堡地铁站,722,722,北京,朝阳区,整套,1居2床2人,0.0,0
420471,40768,国贸地区心语VIP,116.508339,39.906026,百子湾西里,近百子湾地铁站,599,599,北京,朝阳区,整套,1居1床2人,0.0,0
23276996,40768,上地产业园/西三旗复式大床房,116.31399,40.046588,上地五街,近上地地铁站,463,463,北京,海淀区,整套,1居1床2人,4.7,45
25138506,40768,传媒大学/管庄地区时尚电影房,116.618913,39.917158,管庄乡瑞祥里,近八里桥地铁站,389,389,北京,朝阳区,整套,1居1床2人,0.0,0
25134208,40768,首都机场/新国展地区家庭间,116.640602,40.041491,李天路环宇科技园,近T3航站楼地铁站,762,762,北京,顺义区,整套,1居2床3人,4.8,1
22368578,40768,有戏电影公寓电影亲子房,116.29795415319,39.88340919625,小井广安路,近六里桥地铁站,743,743,北京,丰台区,整套,1居3床3人,0.0,0
25135993,40768,首都机场/新国展地区几木大床房,116.56538,40.113117,双裕南小街,近后沙峪地铁站,722,722,北京,顺义区,整套,1居1床2人,5.0,8
417113,40768,国贸地区特价房,116.508339,39.906026,百子湾西里,近百子湾地铁站,301,301,北京,朝阳区,整套,1居1床2人,4.1,120
22555632,40768,亚运村/奥体中心地区观影淋浴房,116.430689,39.984409,惠新东街,近惠新西街南口地铁站,552,552,北京,朝阳区,整套,1居1床2人,4.9,116
25128552,40768,回龙观/天通苑地区商务间,116.30777714417,40.09331350499,昌平路,近生命科学园地铁站,885,885,北京,昌平区,整套,1居1床2人,4.8,24
23277017,40768,上地产业园/西三旗大床房,116.31399,40.046588,上地五街,近上地地铁站,295,295,北京,海淀区,整套,1居1床2人,4.8,143
22596932,40768,三里屯/工体/东直门地区雅致双床房,116.451431,39.944697,东直门外春秀路太平庄,近东直门地铁站,510,510,北京,朝阳区,整套,1居2床2人,4.9,129
25135181,40768,亦庄地区啡凡喆熊大床房,116.52987,39.800666,亦庄开发区同济中路甲,近荣京东街地铁站,771,771,北京,大兴区,整套,1居1床2人,0.0,0
22780024,40768,北京西站/丽泽商务区乐居套房,116.30322832728,39.89717940729,莲花池西路,近六里桥地铁站,499,499,北京,海淀区,整套,1居1床2人,0.0,0
25136245,40768,首都机场/新国展地区几木双床房,116.56538,40.113117,双裕南小街,近后沙峪地铁站,722,722,北京,顺义区,整套,1居2床2人,4.4,4
23274266,40768,公主坟/五棵松/石景山游乐园地区头等舱,116.297712,39.9382,西八里庄北里,近慈寿寺地铁站,612,612,北京,海淀区,整套,1居1床2人,4.1,11
23274322,40768,西直门/北京展览馆地区舒适大床间,116.357909,39.950119,交大东路,近西直门地铁站,450,450,北京,海淀区,整套,1居1床2人,4.7,66
25135496,40768,首都机场/新国展地区高级大床房,116.567158,40.125436,后沙峪镇安平街,近后沙峪地铁站,421,421,北京,顺义区,整套,1居1床2人,4.9,3
25136938,40768,顺义温泉休闲区艾特高级大床房,116.659113,40.177249,马坡镇顺城大街,近顺义地铁站,376,376,北京,顺义区,整套,1居1床2人,0.0,0
